State,Program,College/University,Years Post Grad,Cohort,Average Earnings($)
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,10,2004,86624
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2004,86595
TX,ECONOMICS,UNIVERSITY OF TEXAS AT DALLAS,10,2001,86064
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,10,2004,85995
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UT HEALTH CENTER-SAN ANTONIO,5,2004,85978
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",COLORADO STATE UNIVERSITY,5,1998,85901
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,10,2004,85807
CO,PHYSICS,UNIVERSITY OF COLORADO-BOULDER,10,2001,85745
TX,MICROBIOLOGICAL SCIENCES AND IMMUNOLOGY,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,85719
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,10,2004,85691
CO,COMPUTER ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,5,2004,85629
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-EL PASO,10,2001,85501
CO,MATHEMATICS,UNIVERSITY OF COLORADO-BOULDER,10,2004,85490
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2001,85482
CO,ECONOMICS,UNIVERSITY OF COLORADO-BOULDER,10,1998,85465
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-AUSTIN,10,2004,85400
CO,ECONOMICS,COLORADO SCHOOL OF MINES,5,1998,85345
TX,PETROLEUM ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2001,85313
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS - PAN AMERICAN,10,2004,85127
CO,CONSTRUCTION ENGINEERING TECHNOLOGIES,COLORADO STATE UNIVERSITY,10,2001,85076
CO,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,5,2004,85068
CO,MECHANICAL ENGINEERING,UNIVERSITY OF COLORADO DENVER,10,1998,85028
CO,COMPUTER SCIENCE,UNIVERSITY OF COLORADO-BOULDER,5,2004,85027
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-ARLINGTON,10,2004,85001
CO,MATHEMATICS,UNIVERSITY OF COLORADO DENVER,10,2004,84983
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UNIV OF TEXAS MEDICAL BRANCH,1,2001,84976
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-ARLINGTON,10,2004,84962
CO,CIVIL ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,10,2001,84955
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2013,84943
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-ARLINGTON,10,2004,84763
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,10,2001,84667
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-AUSTIN,10,2001,84631
CO,COMPUTER SCIENCE,UNIVERSITY OF COLORADO DENVER,5,1998,84607
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS AT TYLER,10,2004,84406
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,84401
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS - BROWNSVILLE,10,2001,84388
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2010,84275
CO,MATHEMATICS,COLORADO SCHOOL OF MINES,5,2004,84155
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-ARLINGTON,10,2001,84118
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,5,2001,84025
TX,INDUSTRIAL ENGINEERING,UNIVERSITY OF TEXAS - PAN AMERICAN,5,2001,83941
TX,PHYSICS,UNIVERSITY OF TEXAS-AUSTIN,10,2001,83939
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS - PAN AMERICAN,10,2001,83891
TX,"EAST ASIAN LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-AUSTIN,10,2004,83802
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS - BROWNSVILLE,5,2007,83704
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-AUSTIN,5,2001,83542
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",COLORADO STATE UNIVERSITY,5,1998,83513
TX,PHILOSOPHY,UNIVERSITY OF TEXAS-AUSTIN,10,2001,83461
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,5,2007,83449
CO,INDUSTRIAL PRODUCTION TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY,10,1998,83352
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2004,83226
CO,ECONOMICS,UNIVERSITY OF COLORADO-BOULDER,10,2001,83201
CO,COMPUTER SCIENCE,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,83194
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,5,2007,83192
CO,CHEMICAL ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,5,2004,83110
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2007,83062
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,5,2007,83010
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,5,2004,82983
CO,ELECTRICAL ENGINEERING TECHNOLOGIES/TECHNICIANS,METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,82871
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO DENVER,5,1998,82870
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,5,1998,82858
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,5,2004,82840
TX,PUBLIC HEALTH,UNIV OF TX MD ANDERSON CANCER CTR,1,2010,82650
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",FORT LEWIS COLLEGE,10,1998,82594
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIVERSITY OF TEXAS-EL PASO,5,2004,82516
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,82514
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UT HEALTH CENTER-SAN ANTONIO,5,2007,82410
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",COLORADO STATE UNIVERSITY,10,2004,82398
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS-ARLINGTON,10,2004,82381
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,82371
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,82337
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-EL PASO,5,2001,82181
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF COLORADO-BOULDER,5,2001,82156
CO,COMPUTER ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,5,2007,82145
CO,COMPUTER SCIENCE,UNIVERSITY OF COLORADO DENVER,10,2001,82134
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,5,2004,82014
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-ARLINGTON,10,2001,81998
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",COLORADO MESA UNIVERSITY,10,1998,81940
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS AT DALLAS,5,2007,81921
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-AUSTIN,10,2001,81894
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO-BOULDER,10,2004,81876
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS - PAN AMERICAN,10,2001,81871
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2001,81858
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS - PAN AMERICAN,5,2001,81693
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,10,2004,81683
CO,CHEMICAL ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,5,2007,81640
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS AT DALLAS,10,2001,81555
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,5,2007,81546
CO,CHEMISTRY,UNIV OF COLORADO AT COLO SPRINGS,10,2001,81488
CO,ECONOMICS,COLORADO SCHOOL OF MINES,5,2004,81461
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2004,81436
TX,CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2007,81430
TX,INDUSTRIAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,10,2004,81422
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO-BOULDER,10,1998,81329
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,5,2007,81312
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",COLORADO STATE UNIVERSITY,10,1998,81301
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS AT DALLAS,5,2007,81277
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,5,2007,81243
TX,MICROBIOLOGICAL SCIENCES AND IMMUNOLOGY,UNIVERSITY OF TEXAS-EL PASO,10,2001,81197
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS - PAN AMERICAN,10,2004,81181
TX,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,10,2001,81173
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-AUSTIN,5,2004,81172
CO,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,5,2007,81137
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,10,2004,81125
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2001,81085
CO,CIVIL ENGINEERING,COLORADO STATE UNIVERSITY,10,1998,81054
CO,MATHEMATICS,UNIVERSITY OF COLORADO-BOULDER,10,1998,81002
TX,ECONOMICS,UNIVERSITY OF TEXAS AT DALLAS,10,2004,80979
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS AT DALLAS,10,2004,80927
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2013,80909
CO,APPLIED MATHEMATICS,UNIVERSITY OF COLORADO-BOULDER,5,2004,80831
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS - PAN AMERICAN,10,2001,80824
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UT HEALTH CENTER-SAN ANTONIO,1,2007,80794
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIV OF TEXAS MEDICAL BRANCH,5,2001,80771
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,10,1998,80738
CO,CONSTRUCTION ENGINEERING TECHNOLOGIES,COLORADO STATE UNIVERSITY,5,2001,80719
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,5,2007,80714
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UT HEALTH CENTER-SAN ANTONIO,10,2001,80657
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,10,2001,80483
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,80480
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,5,2004,80414
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIV OF TEXAS HEALTH SCIENCE CENTER,5,2001,80363
TX,CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2010,80356
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2001,80309
CO,MECHANICAL ENGINEERING,UNIVERSITY OF COLORADO DENVER,5,2004,80284
CO,CHEMISTRY,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2004,80280
CO,"BIOLOGY, GENERAL",UNIVERSITY OF COLORADO DENVER,10,2004,80254
CO,CHEMICAL ENGINEERING,COLORADO SCHOOL OF MINES,5,1998,80236
TX,BUSINESS/MANAGERIAL ECONOMICS,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2004,80226
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,80224
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",COLORADO MESA UNIVERSITY,10,2001,80143
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2001,80102
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",COLORADO STATE UNIVERSITY,5,2004,80084
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,5,2004,80014
TX,METALLURGICAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,5,2004,79995
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,5,2001,79949
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS AT TYLER,10,2004,79930
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2004,79923
CO,PHYSICS,UNIVERSITY OF COLORADO-BOULDER,10,1998,79908
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO DENVER,5,2007,79854
TX,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,UNIV OF TEXAS SOUTHWESTERN MED CTR,1,2001,79836
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIV OF TEXAS MEDICAL BRANCH,5,2004,79818
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,79794
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS AT DALLAS,5,2004,79588
TX,"HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES, OTHER",UT HEALTH CENTER-SAN ANTONIO,10,2001,79575
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,79566
CO,CIVIL ENGINEERING,COLORADO STATE UNIVERSITY,10,2004,79479
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-EL PASO,5,2004,79432
CO,INTERNATIONAL RELATIONS AND NATIONAL SECURITY STUDIES,UNIVERSITY OF COLORADO-BOULDER,10,1998,79415
CO,"TEACHER EDUCATION AND PROFESSIONAL DEVELOPMENT, SPECIFIC SUBJECT AREAS",COLORADO STATE UNIVERSITY,10,2004,79367
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-AUSTIN,5,2007,79351
CO,CIVIL ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,10,2004,79340
CO,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,5,2001,79334
TX,ARCHITECTURAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,5,2001,79329
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIVERSITY OF TEXAS-EL PASO,10,2004,79159
TX,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,5,2004,79132
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2001,79118
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UNIV OF TX MD ANDERSON CANCER CTR,5,2007,79107
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO DENVER,5,2004,79061
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,5,2001,79027
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,5,2007,79027
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO STATE UNIVERSITY,10,2004,79017
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS - PAN AMERICAN,5,2001,78997
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS AT TYLER,10,2001,78983
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS AT TYLER,10,2001,78926
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UT HEALTH CENTER-SAN ANTONIO,1,2013,78883
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2004,78795
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS AT TYLER,10,2004,78746
CO,CIVIL ENGINEERING,COLORADO STATE UNIVERSITY,10,2001,78740
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UT HEALTH CENTER-SAN ANTONIO,10,2004,78702
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UT HEALTH CENTER-SAN ANTONIO,1,2010,78593
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,5,2007,78571
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIV OF TEXAS HEALTH SCIENCE CENTER,5,2004,78504
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-ARLINGTON,10,2004,78484
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS AT TYLER,10,2001,78454
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,5,2004,78363
CO,METALLURGICAL ENGINEERING,COLORADO SCHOOL OF MINES,5,2001,78357
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,10,2001,78334
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS - PAN AMERICAN,10,2004,78324
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,78300
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-AUSTIN,1,2013,78280
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF COLORADO DENVER,5,2004,78262
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",COLORADO STATE UNIVERSITY,10,1998,78240
CO,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2004,78229
CO,FIRE PROTECTION,COLORADO STATE UNIVERSITY,1,2010,78201
CO,METALLURGICAL ENGINEERING,COLORADO SCHOOL OF MINES,5,2007,78186
CO,ARCHITECTURAL ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,10,2001,78131
CO,COMPUTER SCIENCE,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2007,78127
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,78071
CO,CHEMICAL ENGINEERING,COLORADO STATE UNIVERSITY,5,1998,78068
CO,MATHEMATICS,COLORADO SCHOOL OF MINES,5,2007,78012
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2013,77986
CO,"ENGINEERING, GENERAL",COLORADO SCHOOL OF MINES,5,1998,77980
CO,CIVIL ENGINEERING,UNIVERSITY OF COLORADO DENVER,10,2001,77864
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,10,2001,77856
CO,PETROLEUM ENGINEERING,COLORADO SCHOOL OF MINES,1,2001,77747
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",METROPOLITAN STATE UNIVERSITY OF DENVER,10,2004,77715
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS - PAN AMERICAN,5,2004,77713
CO,MECHANICAL ENGINEERING,UNIVERSITY OF COLORADO DENVER,5,2001,77705
CO,COMPUTER SCIENCE,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2004,77674
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",COLORADO STATE UNIVERSITY,10,2001,77667
CO,CHEMISTRY,UNIVERSITY OF NORTHERN COLORADO,10,1998,77653
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIV OF TEXAS HEALTH SCIENCE CENTER,5,2007,77651
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2004,77493
CO,INTERNATIONAL/GLOBAL STUDIES,UNIVERSITY OF COLORADO-BOULDER,10,2004,77478
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIV OF TEXAS MEDICAL BRANCH,5,2007,77350
CO,"ENGINEERING, GENERAL",COLORADO SCHOOL OF MINES,5,2004,77313
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,5,2001,77286
CO,"ENGINEERING, GENERAL",COLORADO SCHOOL OF MINES,5,2001,77245
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2013,77191
CO,MECHANICAL ENGINEERING RELATED TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY-PUEBLO,10,2001,77074
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,COLORADO STATE UNIVERSITY,5,2007,77064
TX,METALLURGICAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,5,2007,77052
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2004,76915
CO,"VISUAL AND PERFORMING ARTS, OTHER",UNIVERSITY OF COLORADO-BOULDER,10,2001,76912
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,76898
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UT HEALTH CENTER-SAN ANTONIO,10,2001,76830
CO,CIVIL ENGINEERING,UNIVERSITY OF COLORADO DENVER,5,1998,76823
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,10,2001,76812
CO,MECHANICAL ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,5,2004,76774
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2004,76722
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,76683
CO,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,5,1998,76658
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF COLORADO DENVER,5,2007,76607
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,5,2001,76594
TX,PHYSICS,UNIVERSITY OF TEXAS-AUSTIN,5,2007,76592
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,WESTERN STATE COLORADO UNIVERSITY,5,2007,76586
CO,"ENGINEERING, GENERAL",COLORADO SCHOOL OF MINES,5,2007,76582
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2004,76570
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2004,76561
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,5,2004,76523
TX,ARCHITECTURAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,5,2004,76522
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",COLORADO STATE UNIVERSITY,5,2001,76518
CO,COMPUTER SCIENCE,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,76498
